3765
iD_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRI|PRD|PVEM|PT|MC|MORENA|PES|RSP|FPM|PAS|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|MORENA_PAS|CNR|NULOS|TOTAL|MZG|TSC|GGB|STF|RRM|RAMS|YYCP|REMB|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
25|2|37|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|38|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|40|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|41|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|42|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|44|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|45|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|46|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|47|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|48|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|50|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|51|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|52|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|53|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|54|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|55|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|56|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|57|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|58|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|59|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|60|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|61|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|62|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|63|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|64|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|65|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|66|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|67|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|68|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|69|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|70|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|71|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|72|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|73|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|74|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|75|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|76|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|77|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|78|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|79|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|80|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|82|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|85|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|88|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|89|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|90|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|91|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|92|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|93|B|1|0|1|750|1|5|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|94|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|95|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|96|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|97|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|98|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|99|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|100|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|101|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|102|B|1|0|2|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|104|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|105|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|106|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|107|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|108|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|109|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|110|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|111|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|112|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|113|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|114|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|115|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|116|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|117|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|118|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|119|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|120|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|121|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|122|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|123|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|124|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|125|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|126|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|127|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|128|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|129|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|130|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|131|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|132|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|133|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|134|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|135|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|136|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|137|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|138|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|139|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|140|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|141|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|143|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|144|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|145|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|146|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|147|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|148|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|149|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|150|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|151|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|152|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|153|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|154|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|155|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|156|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|157|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|158|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|159|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|160|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|161|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|162|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|163|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|165|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|166|B|1|0|1|750|1|2|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|167|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|168|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|169|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|170|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|171|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|172|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|173|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|174|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|175|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|176|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|177|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|178|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|179|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|180|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|2|3|2|3|2|3|2|3|2|3|2|2|3|2|3|2|3|2|44|17|3|2|3|6|3|2|3|2021|4|14|14|35|55|2|N
25|2|181|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|54|21|3|3|3|9|3|3|3|2021|4|14|14|36|44|2|N
25|2|182|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|1|2|3|1|2|3|1|2|3|1|2|3|1|2|3|1|1|3|35|15|1|2|3|4|2|3|1|2021|4|14|14|37|44|2|N
25|2|183|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|3|2|1|3|2|1|3|2|1|3|2|1|3|2|1|3|2|1|36|13|3|2|1|8|2|1|3|2021|4|14|14|38|41|2|N
25|2|184|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|2|3|2|3|2|3|2|3|2|3|2|3|2|3|2|3|2|3|45|17|3|2|3|7|3|2|3|2021|4|14|14|39|24|2|N
25|2|185|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|186|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|187|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|188|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
25|2|189|B|1|0|1|750|1|4|0|0|2|ESTRATO_2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
