CIRCUNSCRIPCION|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|CABECERA_DISTRITAL|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_SECCION|CASILLA|PAN|PRI|PRD|PVEM|PT|MC|NVA_ALIANZA|MORENA|ES|PRI_PVEM_PT_NVA_ALIANZA|PRI_PVEM_PT|PRI_PVEM_NVA_ALIANZA|PRI_PT_NVA_ALIANZA|PVEM_PT_NVA_ALIANZA|PRI_PVEM|PRI_PT|PRI_NVA_ALIANZA|PVEM_PT|PVEM_NVA_ALIANZA|PT_NVA_ALIANZA|VOTOS_CAND_NREG_17ene16|VOTOS_VALIDOS_17ene16|VOTOS_NULOS_17ene16|VOTOS_TOTAL_17ene16|LISTA_NOMINAL_17ene16|ESTATUS_ACTA|TEPJF|OBSERVACIONES|RUTA_ACTA|ID_DTTO_FEDERAL_jul2020|ID_DTTO_LOCAL_jul2020|MUNICIPIO_jul2020|NOM_MUN_jul2020|SECCION_jul2020|TIPO_SECC_jul2020|OBSERVACION_MMGE_31jul2020
5|6|COLIMA|1|COLIMA|1.00|COLIMA|88.00|MIXTO(A)|C01|102.00|90.00|0.00|2.00|4.00|10.00|7.00|0.00|0.00|3.00|0.00|3.00|0.00|0.00|9.00|1.00|4.00|0.00|0.00|0.00|0.00|235.00|7.00|242.00|466.00|ACTA DE CASILLA|||JE2015L_06_01_0088_1_C_0_2.jpg|1|3|1|COLIMA|88|M|
5|6|COLIMA|1|COLIMA|1.00|COLIMA|89.00|MIXTO(A)|B|87.00|95.00|2.00|3.00|5.00|7.00|3.00|1.00|0.00|4.00|0.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|1.00|210.00|6.00|217.00|402.00|ACTA DE CASILLA|||JE2015L_06_01_0089_1_B_0_2.jpg|1|3|1|COLIMA|89|M|
5|6|COLIMA|1|COLIMA|1.00|COLIMA|89.00|MIXTO(A)|C01|96.00|82.00|1.00|2.00|2.00|6.00|3.00|0.00|0.00|2.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|196.00|5.00|201.00|401.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO2.pdf|1|3|1|COLIMA|89|M|
5|6|COLIMA|1|COLIMA|1.00|COLIMA|90.00|RURAL|B|47.00|133.00|2.00|3.00|3.00|10.00|6.00|2.00|0.00|3.00|0.00|0.00|1.00|0.00|5.00|1.00|0.00|0.00|0.00|0.00|0.00|216.00|3.00|219.00|337.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO2.pdf|1|3|1|COLIMA|90|R|
5|6|COLIMA|1|COLIMA|1.00|COLIMA|90.00|RURAL|E01|65.00|46.00|1.00|0.00|3.00|1.00|2.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|122.00|6.00|128.00|175.00|ACTA DE CASILLA|||JE2015L_06_01_0090_1_E_0_2.jpg|1|3|1|COLIMA|90|R|
5|6|COLIMA|1|COLIMA|1.00|COLIMA|91.00|RURAL|B|120.00|96.00|1.00|0.00|1.00|8.00|4.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|231.00|6.00|238.00|368.00|ACTA DE CASILLA|||JE2015L_06_01_0091_1_B_0_2.jpg|1|3|1|COLIMA|91|R|
5|6|COLIMA|1|COLIMA|1.00|COLIMA|91.00|RURAL|E01|41.00|74.00|0.00|2.00|25.00|0.00|0.00|0.00|0.00|5.00|0.00|0.00|0.00|0.00|4.00|0.00|1.00|0.00|1.00|1.00|0.00|154.00|2.00|156.00|204.00|ACTA DE CASILLA|||JE2015L_06_01_0091_1_E_0_2.jpg|1|3|1|COLIMA|91|R|
5|6|COLIMA|1|COLIMA|2.00|COMALA|92.00|MIXTO(A)|B|222.00|169.00|6.00|5.00|4.00|43.00|3.00|3.00|1.00|4.00|1.00|1.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|464.00|8.00|472.00|681.00|ACTA DE CASILLA|||JE2015L_06_01_0092_1_B_0_2.jpg|1|4|2|COMALA|92|M|
5|6|COLIMA|1|COLIMA|2.00|COMALA|92.00|MIXTO(A)|C01|202.00|168.00|4.00|1.00|14.00|43.00|9.00|3.00|3.00|0.00|0.00|1.00|0.00|0.00|2.00|0.00|1.00|0.00|0.00|0.00|1.00|451.00|4.00|456.00|680.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO2.pdf|1|4|2|COMALA|92|M|
5|6|COLIMA|1|COLIMA|2.00|COMALA|92.00|MIXTO(A)|C02|193.00|184.00|11.00|4.00|10.00|32.00|8.00|3.00|3.00|6.00|1.00|3.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|460.00|5.00|465.00|680.00|ACTA DE CASILLA|||JE2015L_06_01_0092_2_C_0_2.jpg|1|4|2|COMALA|92|M|
5|6|COLIMA|1|COLIMA|2.00|COMALA|93.00|MIXTO(A)|B|138.00|147.00|5.00|1.00|7.00|33.00|9.00|2.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|344.00|8.00|352.00|551.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO2.pdf|1|4|2|COMALA|93|M|
5|6|COLIMA|1|COLIMA|2.00|COMALA|93.00|MIXTO(A)|C01|141.00|158.00|10.00|0.00|11.00|35.00|10.00|0.00|0.00|4.00|0.00|0.00|1.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|372.00|6.00|378.00|551.00|ACTA DE CASILLA|||JE2015L_06_01_0093_1_C_0_2.jpg|1|4|2|COMALA|93|M|
5|6|COLIMA|1|COLIMA|2.00|COMALA|93.00|MIXTO(A)|E01|33.00|104.00|3.00|1.00|18.00|27.00|8.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|2.00|0.00|0.00|0.00|0.00|198.00|8.00|206.00|276.00|ACTA DE CASILLA|||JE2015L_06_01_0093_1_E_0_2.jpg|1|4|2|COMALA|93|M|
5|6|COLIMA|1|COLIMA|2.00|COMALA|94.00|MIXTO(A)|B|173.00|199.00|8.00|2.00|10.00|51.00|8.00|2.00|4.00|1.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|460.00|7.00|467.00|742.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO2.pdf|1|4|2|COMALA|94|M|
5|6|COLIMA|1|COLIMA|2.00|COMALA|94.00|MIXTO(A)|C01|144.00|210.00|5.00|1.00|27.00|56.00|4.00|2.00|1.00|5.00|1.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|459.00|6.00|465.00|742.00|ACTA DE CASILLA|||JE2015L_06_01_0094_1_C_0_2.jpg|1|4|2|COMALA|94|M|
5|6|COLIMA|1|COLIMA|2.00|COMALA|95.00|MIXTO(A)|B|160.00|149.00|1.00|1.00|4.00|28.00|2.00|4.00|2.00|0.00|0.00|3.00|0.00|0.00|3.00|0.00|2.00|0.00|0.00|0.00|1.00|359.00|5.00|365.00|572.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO2.pdf|1|4|2|COMALA|95|M|
5|6|COLIMA|1|COLIMA|2.00|COMALA|95.00|MIXTO(A)|C01|149.00|172.00|7.00|2.00|3.00|28.00|8.00|5.00|0.00|4.00|0.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|381.00|4.00|385.00|572.00|ACTA DE CASILLA|||JE2015L_06_01_0095_1_C_0_2.jpg|1|4|2|COMALA|95|M|
5|6|COLIMA|1|COLIMA|2.00|COMALA|95.00|MIXTO(A)|C02|169.00|141.00|4.00|4.00|8.00|33.00|6.00|1.00|0.00|3.00|0.00|0.00|0.00|0.00|3.00|1.00|0.00|0.00|0.00|0.00|0.00|373.00|6.00|379.00|571.00|RECUENTO(SRA)|||JE2015L_06_01_9_VR.pdf|1|4|2|COMALA|95|M|
5|6|COLIMA|1|COLIMA|2.00|COMALA|96.00|MIXTO(A)|B|103.00|163.00|2.00|1.00|7.00|47.00|6.00|3.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|334.00|8.00|342.00|501.00|ACTA DE CASILLA|||JE2015L_06_01_0096_1_B_0_2.jpg|1|4|2|COMALA|96|M|
5|6|COLIMA|1|COLIMA|2.00|COMALA|96.00|MIXTO(A)|C01|101.00|152.00|2.00|1.00|12.00|50.00|8.00|3.00|0.00|3.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|333.00|1.00|335.00|500.00|ACTA DE CASILLA|||JE2015L_06_01_0096_1_C_0_2.jpg|1|4|2|COMALA|96|M|
5|6|COLIMA|1|COLIMA|2.00|COMALA|96.00|MIXTO(A)|E01|67.00|116.00|4.00|1.00|2.00|20.00|1.00|1.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|2.00|1.00|0.00|0.00|0.00|0.00|217.00|3.00|220.00|269.00|ACTA DE CASILLA|||JE2015L_06_01_0096_1_E_0_2.jpg|1|4|2|COMALA|96|M|
5|6|COLIMA|1|COLIMA|2.00|COMALA|97.00|RURAL|B|87.00|60.00|1.00|1.00|1.00|6.00|2.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|163.00|3.00|166.00|255.00|RECUENTO(SRA)|||JE2015L_06_01_9_VR.pdf|1|4|2|COMALA|97|R|
5|6|COLIMA|1|COLIMA|2.00|COMALA|98.00|RURAL|B|33.00|30.00|1.00|0.00|4.00|2.00|4.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|75.00|0.00|75.00|100.00|ACTA DE CASILLA|||JE2015L_06_01_0098_1_B_0_2.jpg|1|4|2|COMALA|98|R|
5|6|COLIMA|1|COLIMA|2.00|COMALA|99.00|RURAL|B|63.00|103.00|1.00|1.00|23.00|0.00|2.00|1.00|0.00|1.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|1.00|0.00|0.00|198.00|0.00|198.00|273.00|ACTA DE CASILLA|||JE2015L_06_01_0099_1_B_0_2.jpg|1|4|2|COMALA|99|R|
5|6|COLIMA|1|COLIMA|2.00|COMALA|99.00|RURAL|E01|91.00|115.00|8.00|0.00|5.00|4.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|2.00|1.00|0.00|0.00|0.00|0.00|0.00|228.00|7.00|235.00|330.00|ACTA DE CASILLA|||JE2015L_06_01_0099_1_E_0_2.jpg|1|4|2|COMALA|99|R|
5|6|COLIMA|1|COLIMA|2.00|COMALA|100.00|RURAL|B|160.00|178.00|13.00|8.00|11.00|46.00|5.00|1.00|2.00|5.00|1.00|0.00|0.00|0.00|3.00|1.00|1.00|0.00|0.00|0.00|0.00|435.00|11.00|446.00|677.00|ACTA DE CASILLA|||JE2015L_06_01_0100_1_B_0_2.jpg|1|4|2|COMALA|100|R|
5|6|COLIMA|1|COLIMA|2.00|COMALA|100.00|RURAL|C01|184.00|162.00|15.00|3.00|12.00|51.00|4.00|6.00|3.00|6.00|0.00|0.00|0.00|0.00|6.00|2.00|0.00|0.00|0.00|0.00|0.00|454.00|7.00|461.00|676.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO2.pdf|1|4|2|COMALA|100|R|
5|6|COLIMA|1|COLIMA|2.00|COMALA|100.00|RURAL|E01|77.00|38.00|1.00|0.00|3.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|121.00|2.00|123.00|154.00|ACTA DE CASILLA|||JE2015L_06_01_0100_1_E_0_2.jpg|1|4|2|COMALA|100|R|
5|6|COLIMA|1|COLIMA|2.00|COMALA|101.00|RURAL|B|270.00|278.00|1.00|0.00|4.00|5.00|4.00|0.00|0.00|3.00|5.00|1.00|1.00|0.00|6.00|1.00|1.00|0.00|0.00|0.00|1.00|580.00|7.00|588.00|718.00|ACTA DE CASILLA|||JE2015L_06_01_0101_1_B_0_2.jpg|1|4|2|COMALA|101|R|
5|6|COLIMA|1|COLIMA|2.00|COMALA|101.00|RURAL|C01|294.00|239.00|3.00|1.00|12.00|9.00|1.00|3.00|0.00|5.00|1.00|1.00|0.00|1.00|6.00|0.00|1.00|0.00|0.00|0.00|0.00|577.00|12.00|589.00|717.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO2.pdf|1|4|2|COMALA|101|R|
5|6|COLIMA|1|COLIMA|2.00|COMALA|101.00|RURAL|E01|19.00|19.00|0.00|1.00|1.00|5.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|46.00|0.00|46.00|71.00|ACTA DE CASILLA|||JE2015L_06_01_0101_1_E_0_2.jpg|1|4|2|COMALA|101|R|
5|6|COLIMA|1|COLIMA|2.00|COMALA|101.00|RURAL|E02|21.00|13.00|0.00|1.00|0.00|1.00|1.00|0.00|0.00|1.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|40.00|0.00|40.00|66.00|ACTA DE CASILLA|||JE2015L_06_01_0101_2_E_0_2.jpg|1|4|2|COMALA|101|R|
5|6|COLIMA|1|COLIMA|2.00|COMALA|102.00|RURAL|B|187.00|184.00|6.00|0.00|5.00|14.00|5.00|4.00|1.00|5.00|0.00|0.00|1.00|0.00|1.00|2.00|0.00|0.00|0.00|0.00|0.00|415.00|5.00|420.00|609.00|RECUENTO(SRA)|||JE2015L_06_01_9_VR.pdf|1|4|2|COMALA|102|R|
5|6|COLIMA|1|COLIMA|2.00|COMALA|103.00|MIXTO(A)|B|152.00|302.00|10.00|0.00|15.00|21.00|2.00|2.00|3.00|8.00|0.00|3.00|0.00|0.00|2.00|2.00|1.00|0.00|0.00|0.00|0.00|523.00|9.00|532.00|713.00|ACTA DE CASILLA|||JE2015L_06_01_0103_1_B_0_2.jpg|1|4|2|COMALA|103|M|
5|6|COLIMA|1|COLIMA|2.00|COMALA|103.00|MIXTO(A)|C01|223.00|252.00|13.00|2.00|9.00|18.00|4.00|4.00|1.00|2.00|1.00|0.00|0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|1.00|531.00|7.00|539.00|712.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO2.pdf|1|4|2|COMALA|103|M|
5|6|COLIMA|1|COLIMA|2.00|COMALA|103.00|MIXTO(A)|E01|59.00|86.00|4.00|0.00|4.00|10.00|6.00|2.00|1.00|2.00|0.00|0.00|0.00|0.00|5.00|1.00|0.00|0.00|0.00|0.00|0.00|180.00|6.00|186.00|242.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO2.pdf|1|4|2|COMALA|103|M|
5|6|COLIMA|1|COLIMA|2.00|COMALA|104.00|MIXTO(A)|B|168.00|206.00|14.00|1.00|8.00|6.00|3.00|4.00|2.00|1.00|1.00|1.00|0.00|0.00|2.00|1.00|0.00|0.00|0.00|0.00|0.00|418.00|3.00|421.00|583.00|ACTA DE CASILLA|||JE2015L_06_01_0104_1_B_0_2.jpg|1|4|2|COMALA|104|M|
5|6|COLIMA|1|COLIMA|2.00|COMALA|104.00|MIXTO(A)|C01|169.00|177.00|20.00|0.00|9.00|14.00|3.00|5.00|1.00|2.00|1.00|2.00|0.00|0.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|407.00|6.00|413.00|583.00|ACTA DE CASILLA|||JE2015L_06_01_0104_1_C_0_2.jpg|1|4|2|COMALA|104|M|
5|6|COLIMA|1|COLIMA|2.00|COMALA|104.00|MIXTO(A)|C02|150.00|183.00|25.00|2.00|15.00|17.00|4.00|5.00|1.00|2.00|0.00|0.00|0.00|0.00|1.00|2.00|0.00|0.00|0.00|0.00|0.00|407.00|7.00|414.00|583.00|ACTA DE CASILLA|||JE2015L_06_01_0104_2_C_0_2.jpg|1|4|2|COMALA|104|M|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|105.00|MIXTO(A)|B|163.00|115.00|2.00|3.00|6.00|19.00|15.00|3.00|1.00|6.00|0.00|1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|337.00|7.00|344.00|542.00|ACTA DE CASILLA|||JE2015L_06_01_0105_1_B_0_2.jpg|1|5|3|COQUIMATLAN|105|M|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|105.00|MIXTO(A)|C01|155.00|100.00|4.00|3.00|4.00|29.00|8.00|2.00|0.00|5.00|0.00|0.00|0.00|0.00|3.00|1.00|2.00|0.00|0.00|0.00|0.00|316.00|5.00|321.00|541.00|ACTA DE CASILLA|||JE2015L_06_01_0105_1_C_0_2.jpg|1|5|3|COQUIMATLAN|105|M|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|105.00|MIXTO(A)|E01|122.00|94.00|5.00|1.00|16.00|16.00|3.00|1.00|2.00|3.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|265.00|9.00|274.00|452.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO2.pdf|1|5|3|COQUIMATLAN|105|M|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|105.00|MIXTO(A)|C02|169.00|131.00|4.00|3.00|5.00|18.00|6.00|2.00|1.00|2.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|343.00|4.00|347.00|541.00|ACTA DE CASILLA|||JE2015L_06_01_0105_2_C_0_2.jpg|1|5|3|COQUIMATLAN|105|M|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|106.00|URBANO(A)|B|232.00|96.00|3.00|4.00|13.00|21.00|8.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|6.00|0.00|0.00|0.00|0.00|0.00|0.00|384.00|3.00|387.00|603.00|ACTA DE CASILLA|||JE2015L_06_01_0106_1_B_0_2.jpg|1|5|3|COQUIMATLAN|106|U|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|106.00|URBANO(A)|C01|244.00|96.00|2.00|5.00|9.00|18.00|1.00|1.00|0.00|2.00|1.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|381.00|3.00|384.00|602.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO2.pdf|1|5|3|COQUIMATLAN|106|U|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|106.00|URBANO(A)|C02|206.00|129.00|2.00|2.00|9.00|13.00|4.00|1.00|1.00|3.00|0.00|1.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|373.00|3.00|376.00|602.00|ACTA DE CASILLA|||JE2015L_06_01_0106_2_C_0_2.jpg|1|5|3|COQUIMATLAN|106|U|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|107.00|URBANO(A)|B|186.00|95.00|1.00|8.00|4.00|13.00|3.00|1.00|0.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|316.00|7.00|323.00|521.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO2.pdf|1|5|3|COQUIMATLAN|107|U|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|107.00|URBANO(A)|C01|199.00|90.00|5.00|7.00|7.00|5.00|8.00|2.00|0.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|327.00|3.00|330.00|521.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO2.pdf|1|5|3|COQUIMATLAN|107|U|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|107.00|URBANO(A)|C02|220.00|113.00|3.00|5.00|7.00|13.00|11.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|375.00|6.00|381.00|521.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO2.pdf|1|5|3|COQUIMATLAN|107|U|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|108.00|URBANO(A)|B|260.00|104.00|5.00|7.00|14.00|10.00|2.00|1.00|1.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|407.00|9.00|416.00|662.00|ACTA DE CASILLA|||JE2015L_06_01_0108_1_B_0_2.jpg|1|5|3|COQUIMATLAN|108|U|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|108.00|URBANO(A)|C01|276.00|113.00|4.00|6.00|7.00|18.00|8.00|0.00|0.00|4.00|0.00|1.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|439.00|5.00|444.00|662.00|ACTA DE CASILLA|||JE2015L_06_01_0108_1_C_0_2.jpg|1|5|3|COQUIMATLAN|108|U|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|109.00|URBANO(A)|B|151.00|130.00|2.00|2.00|3.00|21.00|12.00|1.00|0.00|3.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|327.00|4.00|331.00|456.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO2.pdf|1|5|3|COQUIMATLAN|109|U|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|109.00|URBANO(A)|C01|166.00|103.00|3.00|3.00|2.00|16.00|10.00|1.00|0.00|4.00|1.00|0.00|0.00|0.00|2.00|0.00|1.00|0.00|0.00|0.00|0.00|312.00|5.00|317.00|456.00|ACTA DE CASILLA|||JE2015L_06_01_0109_1_C_0_2.jpg|1|5|3|COQUIMATLAN|109|U|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|110.00|MIXTO(A)|B|191.00|88.00|4.00|0.00|8.00|21.00|29.00|1.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|2.00|0.00|1.00|0.00|0.00|347.00|2.00|349.00|520.00|ACTA DE CASILLA|||JE2015L_06_01_0110_1_B_0_2.jpg|1|5|3|COQUIMATLAN|110|M|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|110.00|MIXTO(A)|C01|208.00|79.00|2.00|8.00|7.00|10.00|30.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|6.00|0.00|0.00|0.00|0.00|0.00|0.00|353.00|7.00|360.00|519.00|ACTA DE CASILLA|||JE2015L_06_01_0110_1_C_0_2.jpg|1|5|3|COQUIMATLAN|110|M|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|111.00|MIXTO(A)|B|234.00|175.00|4.00|4.00|1.00|12.00|10.00|1.00|1.00|5.00|0.00|0.00|0.00|0.00|2.00|2.00|0.00|0.00|0.00|0.00|0.00|451.00|5.00|456.00|718.00|ACTA DE CASILLA|||JE2015L_06_01_0111_1_B_0_2.jpg|1|5|3|COQUIMATLAN|111|M|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|111.00|MIXTO(A)|C01|256.00|170.00|7.00|2.00|6.00|19.00|5.00|1.00|0.00|4.00|0.00|1.00|0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|473.00|7.00|480.00|718.00|ACTA DE CASILLA|||JE2015L_06_01_0111_1_C_0_2.jpg|1|5|3|COQUIMATLAN|111|M|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|111.00|MIXTO(A)|C02|190.00|168.00|5.00|6.00|10.00|27.00|7.00|1.00|0.00|2.00|0.00|1.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|420.00|3.00|423.00|717.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO2.pdf|1|5|3|COQUIMATLAN|111|M|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|112.00|RURAL|B|36.00|45.00|1.00|1.00|0.00|8.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|94.00|0.00|94.00|124.00|ACTA DE CASILLA|||JE2015L_06_01_0112_1_B_0_2.jpg|1|5|3|COQUIMATLAN|112|R|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|112.00|RURAL|E01|26.00|75.00|2.00|6.00|5.00|12.00|1.00|0.00|0.00|2.00|0.00|2.00|0.00|0.00|4.00|1.00|0.00|0.00|0.00|0.00|0.00|136.00|4.00|140.00|206.00|ACTA DE CASILLA|||JE2015L_06_01_0112_1_E_0_2.jpg|1|5|3|COQUIMATLAN|112|R|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|113.00|RURAL|B|93.00|117.00|2.00|0.00|31.00|7.00|8.00|0.00|1.00|2.00|1.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|264.00|5.00|269.00|391.00|ACTA DE CASILLA|||JE2015L_06_01_0113_1_B_0_2.jpg|1|5|3|COQUIMATLAN|113|R|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|114.00|RURAL|B|71.00|65.00|1.00|1.00|7.00|2.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|150.00|1.00|151.00|223.00|ACTA DE CASILLA|||JE2015L_06_01_0114_1_B_0_2.jpg|1|5|3|COQUIMATLAN|114|R|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|115.00|RURAL|B|64.00|102.00|1.00|2.00|0.00|2.00|4.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|2.00|0.00|1.00|0.00|0.00|0.00|0.00|181.00|4.00|185.00|292.00|ACTA DE CASILLA|||JE2015L_06_01_0115_1_B_0_2.jpg|1|5|3|COQUIMATLAN|115|R|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|116.00|MIXTO(A)|B|148.00|133.00|0.00|44.00|0.00|21.00|10.00|0.00|0.00|2.00|0.00|1.00|0.00|0.00|4.00|0.00|0.00|1.00|1.00|0.00|0.00|365.00|4.00|369.00|656.00|RECUENTO(SRA)|||JE2015L_06_01_9_VR.pdf|1|5|3|COQUIMATLAN|116|M|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|116.00|MIXTO(A)|C01|207.00|112.00|1.00|34.00|7.00|8.00|12.00|0.00|1.00|2.00|0.00|2.00|0.00|0.00|11.00|0.00|1.00|0.00|0.00|0.00|0.00|398.00|5.00|403.00|656.00|ACTA DE CASILLA|||JE2015L_06_01_0116_1_C_0_2.jpg|1|5|3|COQUIMATLAN|116|M|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|116.00|MIXTO(A)|E01|17.00|18.00|0.00|0.00|3.00|3.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|43.00|3.00|46.00|69.00|ACTA DE CASILLA|||JE2015L_06_01_0116_1_E_0_2.jpg|1|5|3|COQUIMATLAN|116|M|
5|6|COLIMA|1|COLIMA|3.00|COQUIMATLAN|117.00|MIXTO(A)|B|126.00|99.00|1.00|29.00|1.00|13.00|9.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|286.00|2.00|288.00|417.00|ACTA DE CASILLA|||JE2015L_06_01_0117_1_B_0_2.jpg|1|5|3|COQUIMATLAN|117|M|
