CIRCUNSCRIPCION|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|ID_DISTRITO_LOCAL|CABECERA_DISTRITAL|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_SECCION|CASILLA|PAN|PRI|PRD|PVEM|MC|NVA_ALIANZA|PAC|PS|MORENA|ES|PRI_PVEM_NVA_ALIANZA_PS|PRI_NVA_ALIANZA_PVEM|PRI_PS_PVEM|PRI_PS_NVA_ALIANZA|PVEM_PS_NVA_ALIANZA|PRI_PVEM|PRI_NVA_ALIANZA|PRI_PS|PVEM_NVA_ALIANZA|PVEM_PS|NVA_ALIANZA_PS|CAND_IND1|VOTOS_CAND_NREG|VOTOS_VALIDOS|VOTOS_NULOS|VOTOS_TOTAL|LISTA_NOMINAL|ESTATUS_ACTA|TEPJF|OBSERVACIONES|RUTA_ACTA|ID_DTTO_FEDERAL_jul2020|ID_DTTO_LOCAL_jul2020|MUNICIPIO_jul2020|NOM_MUN_jul2020|SECCION_jul2020|TIPO_SECC_jul2020|OBSERVACION_MMGE_31jul2020
4|29|TLAXCALA|2|15.00|SAN PABLO DEL MONTE|25.00|SAN PABLO DEL MONTE|360.00|URBANO(A)|C02|121.00|92.00|129.00|2.00|29.00|4.00|2.00|0.00|50.00|2.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|7.00|0.00|439.00|14.00|453.00|694.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_15.pdf|2|15|25|SAN PABLO DEL MONTE|360|U|
4|29|TLAXCALA|2|15.00|SAN PABLO DEL MONTE|25.00|SAN PABLO DEL MONTE|361.00|URBANO(A)|B|274.00|46.00|78.00|12.00|13.00|2.00|2.00|1.00|23.00|2.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|456.00|22.00|478.00|681.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_15.pdf|2|15|25|SAN PABLO DEL MONTE|361|U|
4|29|TLAXCALA|3|14.00|NATIVITAS|32.00|TETLATLAHUCA|426.00|URBANO(A)|B|59.00|172.00|75.00|92.00|14.00|32.00|17.00|14.00|34.00|10.00|4.00|0.00|0.00|0.00|0.00|4.00|0.00|1.00|0.00|2.00|0.00|19.00|0.00|549.00|14.00|563.00|702.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf|3|14|32|TETLATLAHUCA|426|U|
4|29|TLAXCALA|3|14.00|NATIVITAS|32.00|TETLATLAHUCA|426.00|URBANO(A)|C01|54.00|184.00|87.00|44.00|15.00|24.00|15.00|11.00|28.00|12.00|5.00|4.00|1.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|16.00|0.00|502.00|19.00|521.00|701.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf|3|14|32|TETLATLAHUCA|426|U|
4|29|TLAXCALA|3|14.00|NATIVITAS|32.00|TETLATLAHUCA|427.00|URBANO(A)|B|32.00|59.00|101.00|11.00|26.00|31.00|11.00|28.00|5.00|3.00|2.00|0.00|2.00|0.00|1.00|0.00|0.00|0.00|2.00|0.00|0.00|103.00|0.00|417.00|11.00|428.00|608.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf|3|14|32|TETLATLAHUCA|427|U|
4|29|TLAXCALA|3|14.00|NATIVITAS|32.00|TETLATLAHUCA|427.00|URBANO(A)|C01|26.00|56.00|87.00|9.00|25.00|12.00|8.00|15.00|42.00|9.00|2.00|1.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|117.00|0.00|411.00|5.00|416.00|607.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf|3|14|32|TETLATLAHUCA|427|U|
4|29|TLAXCALA|3|14.00|NATIVITAS|32.00|TETLATLAHUCA|427.00|URBANO(A)|C02|33.00|61.00|69.00|12.00|24.00|19.00|9.00|11.00|27.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|102.00|0.00|376.00|0.00|376.00|607.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf|3|14|32|TETLATLAHUCA|427|U|
4|29|TLAXCALA|3|14.00|NATIVITAS|32.00|TETLATLAHUCA|428.00|URBANO(A)|B|25.00|51.00|123.00|10.00|31.00|18.00|6.00|26.00|36.00|3.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|176.00|0.00|506.00|17.00|523.00|733.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf|3|14|32|TETLATLAHUCA|428|U|
4|29|TLAXCALA|3|14.00|NATIVITAS|32.00|TETLATLAHUCA|428.00|URBANO(A)|C01|33.00|118.00|99.00|12.00|23.00|38.00|9.00|12.00|28.00|6.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|1.00|0.00|0.00|128.00|0.00|509.00|13.00|522.00|733.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf|3|14|32|TETLATLAHUCA|428|U|
4|29|TLAXCALA|3|14.00|NATIVITAS|53.00|SAN DAMIAN TEXOLOC|429.00|MIXTO(A)|B|38.00|122.00|238.00|2.00|33.00|2.00|22.00|9.00|42.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|15.00|0.00|523.00|8.00|531.00|660.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf|3|14|53|SAN DAMIAN TEXOLOC|429|M|
4|29|TLAXCALA|1|4.00|APIZACO|3.00|APIZACO|47.00|URBANO(A)|C01|99.00|97.00|105.00|6.00|4.00|1.00|6.00|2.00|31.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|4.00|0.00|357.00|3.00|360.00|645.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_4.pdf|1|4|3|APIZACO|47|U|
4|29|TLAXCALA|1|4.00|APIZACO|3.00|APIZACO|47.00|URBANO(A)|C02|67.00|98.00|119.00|0.00|7.00|1.00|4.00|4.00|37.00|2.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|8.00|1.00|348.00|9.00|358.00|644.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_4.pdf|1|4|3|APIZACO|47|U|
4|29|TLAXCALA|1|4.00|APIZACO|3.00|APIZACO|47.00|URBANO(A)|C03|86.00|101.00|115.00|3.00|4.00|2.00|5.00|3.00|32.00|1.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|7.00|1.00|361.00|11.00|373.00|644.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_4.pdf|1|4|3|APIZACO|47|U|
4|29|TLAXCALA|1|4.00|APIZACO|3.00|APIZACO|48.00|URBANO(A)|B|70.00|72.00|57.00|1.00|2.00|1.00|4.00|1.00|13.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|5.00|0.00|227.00|4.00|231.00|363.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_4.pdf|1|4|3|APIZACO|48|U|
4|29|TLAXCALA|1|2.00|TLAXCO|4.00|ATLANGATEPEC|49.00|MIXTO(A)|B|77.00|117.00|229.00|3.00|9.00|19.00|4.00|7.00|22.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|4.00|0.00|492.00|20.00|512.00|647.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_2.pdf|1|2|4|ATLANGATEPEC|49|M|
4|29|TLAXCALA|1|2.00|TLAXCO|4.00|ATLANGATEPEC|50.00|RURAL|B|19.00|153.00|69.00|0.00|1.00|16.00|1.00|4.00|13.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|277.00|10.00|287.00|343.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_2.pdf|1|2|4|ATLANGATEPEC|50|R|
4|29|TLAXCALA|1|2.00|TLAXCO|4.00|ATLANGATEPEC|51.00|RURAL|B|32.00|97.00|69.00|3.00|13.00|10.00|3.00|5.00|10.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|245.00|7.00|252.00|305.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_2.pdf|1|2|4|ATLANGATEPEC|51|R|
4|29|TLAXCALA|1|2.00|TLAXCO|4.00|ATLANGATEPEC|52.00|RURAL|B|11.00|40.00|12.00|1.00|0.00|4.00|1.00|5.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|83.00|1.00|84.00|101.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_2.pdf|1|2|4|ATLANGATEPEC|52|R|
4|29|TLAXCALA|1|2.00|TLAXCO|4.00|ATLANGATEPEC|53.00|URBANO(A)|B|106.00|121.00|69.00|6.00|12.00|8.00|2.00|6.00|34.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|368.00|11.00|379.00|533.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_2.pdf|1|2|4|ATLANGATEPEC|53|U|
4|29|TLAXCALA|1|2.00|TLAXCO|4.00|ATLANGATEPEC|53.00|URBANO(A)|C01|111.00|118.00|88.00|5.00|20.00|5.00|3.00|4.00|16.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|0.00|2.00|0.00|374.00|11.00|385.00|532.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_2.pdf|1|2|4|ATLANGATEPEC|53|U|
4|29|TLAXCALA|1|2.00|TLAXCO|4.00|ATLANGATEPEC|54.00|RURAL|B|65.00|70.00|87.00|3.00|1.00|6.00|2.00|1.00|25.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|263.00|7.00|270.00|380.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_2.pdf|1|2|4|ATLANGATEPEC|54|R|
4|29|TLAXCALA|1|2.00|TLAXCO|4.00|ATLANGATEPEC|55.00|RURAL|B|59.00|86.00|49.00|1.00|0.00|10.00|7.00|2.00|21.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|238.00|11.00|249.00|311.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_2.pdf|1|2|4|ATLANGATEPEC|55|R|
4|29|TLAXCALA|1|2.00|TLAXCO|4.00|ATLANGATEPEC|56.00|MIXTO(A)|B|70.00|195.00|93.00|0.00|2.00|38.00|5.00|4.00|24.00|0.00|2.00|0.00|0.00|0.00|0.00|1.00|0.00|2.00|0.00|0.00|0.00|3.00|0.00|439.00|15.00|454.00|582.00|Acta casilla|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_2.pdf|1|2|4|ATLANGATEPEC|56|M|
4|29|TLAXCALA|1|11.00|HUAMANTLA|5.00|ATLTZAYANCA|62.00|RURAL|B|21.00|123.00|50.00|36.00|2.00|3.00|0.00|1.00|3.00|1.00|0.00|0.00|0.00|0.00|0.00|6.00|0.00|0.00|0.00|0.00|0.00|3.00|0.00|249.00|14.00|263.00|313.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_11.pdf|1|11|5|ATLTZAYANCA|62|R|
4|29|TLAXCALA|1|11.00|HUAMANTLA|5.00|ATLTZAYANCA|63.00|RURAL|B|33.00|103.00|101.00|3.00|1.00|3.00|3.00|1.00|3.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|253.00|7.00|260.00|323.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_11.pdf|1|11|5|ATLTZAYANCA|63|R|
4|29|TLAXCALA|1|11.00|HUAMANTLA|5.00|ATLTZAYANCA|64.00|RURAL|B|14.00|49.00|54.00|3.00|2.00|0.00|8.00|4.00|21.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|9.00|0.00|165.00|7.00|172.00|212.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_11.pdf|1|11|5|ATLTZAYANCA|64|R|
4|29|TLAXCALA|1|11.00|HUAMANTLA|5.00|ATLTZAYANCA|65.00|RURAL|B|27.00|60.00|79.00|10.00|0.00|0.00|4.00|0.00|6.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|187.00|2.00|189.00|212.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_11.pdf|1|11|5|ATLTZAYANCA|65|R|
4|29|TLAXCALA|1|11.00|HUAMANTLA|5.00|ATLTZAYANCA|66.00|RURAL|B|80.00|131.00|99.00|21.00|1.00|0.00|23.00|2.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|4.00|1.00|0.00|0.00|0.00|0.00|2.00|0.00|371.00|14.00|385.00|509.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_11.pdf|1|11|5|ATLTZAYANCA|66|R|
4|29|TLAXCALA|1|11.00|HUAMANTLA|5.00|ATLTZAYANCA|67.00|RURAL|B|15.00|74.00|38.00|1.00|0.00|1.00|26.00|1.00|8.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|5.00|0.00|169.00|2.00|171.00|204.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_11.pdf|1|11|5|ATLTZAYANCA|67|R|
4|29|TLAXCALA|1|11.00|HUAMANTLA|5.00|ATLTZAYANCA|68.00|MIXTO(A)|B|36.00|148.00|175.00|7.00|2.00|8.00|12.00|2.00|12.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|1.00|0.00|0.00|7.00|0.00|412.00|19.00|431.00|607.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_11.pdf|1|11|5|ATLTZAYANCA|68|M|
4|29|TLAXCALA|1|11.00|HUAMANTLA|5.00|ATLTZAYANCA|68.00|MIXTO(A)|C01|31.00|192.00|156.00|5.00|3.00|5.00|14.00|1.00|6.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|3.00|0.00|420.00|24.00|444.00|607.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_11.pdf|1|11|5|ATLTZAYANCA|68|M|
4|29|TLAXCALA|1|11.00|HUAMANTLA|5.00|ATLTZAYANCA|74.00|MIXTO(A)|B|56.00|115.00|161.00|5.00|8.00|1.00|21.00|2.00|7.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|377.00|16.00|393.00|477.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_11.pdf|1|11|5|ATLTZAYANCA|74|M|
4|29|TLAXCALA|1|11.00|HUAMANTLA|5.00|ATLTZAYANCA|74.00|MIXTO(A)|C01|64.00|123.00|157.00|6.00|11.00|2.00|13.00|4.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|2.00|0.00|385.00|6.00|391.00|477.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_11.pdf|1|11|5|ATLTZAYANCA|74|M|
4|29|TLAXCALA|1|11.00|HUAMANTLA|5.00|ATLTZAYANCA|75.00|RURAL|B|20.00|132.00|127.00|5.00|0.00|2.00|7.00|0.00|6.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|302.00|15.00|318.00|396.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_11.pdf|1|11|5|ATLTZAYANCA|75|R|
4|29|TLAXCALA|1|11.00|HUAMANTLA|5.00|ATLTZAYANCA|76.00|RURAL|B|29.00|109.00|31.00|5.00|0.00|0.00|13.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|2.00|0.00|192.00|10.00|202.00|199.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_11.pdf|1|11|5|ATLTZAYANCA|76|R|
4|29|TLAXCALA|1|11.00|HUAMANTLA|5.00|ATLTZAYANCA|77.00|URBANO(A)|B|75.00|168.00|181.00|9.00|5.00|1.00|12.00|0.00|16.00|6.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|2.00|0.00|477.00|15.00|492.00|655.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_11.pdf|1|11|5|ATLTZAYANCA|77|U|
4|29|TLAXCALA|1|11.00|HUAMANTLA|5.00|ATLTZAYANCA|77.00|URBANO(A)|C01|68.00|152.00|198.00|9.00|4.00|5.00|20.00|3.00|19.00|2.00|2.00|1.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|3.00|0.00|488.00|17.00|505.00|655.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_11.pdf|1|11|5|ATLTZAYANCA|77|U|
4|29|TLAXCALA|3|1.00|CAPULALPAN|6.00|CALPULALPAN|78.00|MIXTO(A)|B|64.00|81.00|92.00|3.00|4.00|7.00|20.00|3.00|18.00|7.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|6.00|0.00|307.00|14.00|321.00|631.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf|3|1|6|CALPULALPAN|78|M|
4|29|TLAXCALA|3|1.00|CAPULALPAN|6.00|CALPULALPAN|78.00|MIXTO(A)|C01|73.00|80.00|88.00|3.00|2.00|8.00|21.00|7.00|0.00|5.00|2.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|6.00|0.00|296.00|13.00|309.00|631.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf|3|1|6|CALPULALPAN|78|M|
4|29|TLAXCALA|3|1.00|CAPULALPAN|6.00|CALPULALPAN|78.00|MIXTO(A)|C02|64.00|84.00|88.00|5.00|5.00|6.00|17.00|2.00|19.00|6.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|11.00|0.00|308.00|15.00|323.00|631.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf|3|1|6|CALPULALPAN|78|M|
4|29|TLAXCALA|3|1.00|CAPULALPAN|6.00|CALPULALPAN|78.00|MIXTO(A)|C03|84.00|94.00|80.00|6.00|6.00|8.00|9.00|2.00|21.00|4.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|7.00|0.00|323.00|16.00|339.00|631.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf|3|1|6|CALPULALPAN|78|M|
4|29|TLAXCALA|3|1.00|CAPULALPAN|6.00|CALPULALPAN|78.00|MIXTO(A)|C04|65.00|82.00|97.00|3.00|7.00|4.00|31.00|4.00|16.00|6.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|5.00|0.00|320.00|18.00|338.00|630.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf|3|1|6|CALPULALPAN|78|M|
4|29|TLAXCALA|3|1.00|CAPULALPAN|6.00|CALPULALPAN|78.00|MIXTO(A)|C05|66.00|84.00|91.00|5.00|6.00|7.00|13.00|8.00|16.00|6.00|4.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|4.00|0.00|312.00|11.00|323.00|630.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf|3|1|6|CALPULALPAN|78|M|
4|29|TLAXCALA|3|1.00|CAPULALPAN|6.00|CALPULALPAN|79.00|URBANO(A)|B|62.00|106.00|99.00|0.00|9.00|4.00|21.00|7.00|18.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|7.00|0.00|335.00|13.00|348.00|676.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf|3|1|6|CALPULALPAN|79|U|
4|29|TLAXCALA|3|1.00|CAPULALPAN|6.00|CALPULALPAN|79.00|URBANO(A)|C01|60.00|105.00|114.00|0.00|15.00|1.00|24.00|3.00|21.00|13.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|5.00|0.00|361.00|10.00|371.00|676.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf|3|1|6|CALPULALPAN|79|U|
4|29|TLAXCALA|3|1.00|CAPULALPAN|6.00|CALPULALPAN|79.00|URBANO(A)|C02|60.00|94.00|96.00|2.00|0.00|3.00|21.00|7.00|20.00|6.00|1.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|11.00|0.00|323.00|16.00|339.00|676.00|Recuento|||http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20Recuento/Actas_Nuevo_Escru_1.pdf|3|1|6|CALPULALPAN|79|U|
