CIRCUNSCRIPCION|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|ID_DISTRITO_LOCAL|CABECERA_DISTRITAL|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_SECCION|CASILLA|PAN|PRI|PRD|PVEM|PT|MC|NVA_ALIANZA|MORENA|PRI_PVEM_PT_NVA_ALIANZA|PRI_PVEM_PT|PRI_PVEM_NVA_ALIANZA|PRI_PT_NVA_ALIANZA|PVEM_PT_NVA_ALIANZA|PRI_PVEM|PRI_PT|PRI_NVA_ALIANZA|PVEM_PT|PVEM_NVA_ALIANZA|PT_NVA_ALIANZA|CAND_IND1|VOTOS_CAND_NREG|VOTOS_VALIDOS|VOTOS_NULOS|VOTOS_TOTAL|LISTA_NOMINAL|ESTATUS_ACTA|TEPJF|OBSERVACIONES|RUTA_ACTA|ID_DTTO_FEDERAL_jul2020|ID_DTTO_LOCAL_jul2020|MUNICIPIO_jul2020|NOM_MUN_jul2020|SECCION_jul2020|TIPO_SECC_jul2020|OBSERVACION_MMGE_31jul2020
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|608.00|URBANO(A)|S01|376.00|152.00|6.00|2.00|1.00|2.00|13.00|5.00|2.00|0.00|0.00|1.00|0.00|3.00|0.00|1.00|0.00|0.00|0.00|179.00|2.00|743.00|5.00|750.00|0.00|GRUPO DE RECUENTO|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AR2016GO120190608S01.pdf|6|12|19|CHIHUAHUA|608|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|608.00|URBANO(A)|E01|155.00|38.00|1.00|1.00|1.00|5.00|4.00|8.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|77.00|0.00|290.00|4.00|294.00|709.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190608E01.pdf|6|12|19|CHIHUAHUA|608|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|608.00|URBANO(A)|E01C01|164.00|39.00|2.00|0.00|4.00|4.00|2.00|8.00|1.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|80.00|0.00|306.00|8.00|314.00|708.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190608E01C01.pdf|6|12|19|CHIHUAHUA|608|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|608.00|URBANO(A)|E02|207.00|52.00|3.00|3.00|0.00|0.00|0.00|6.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|100.00|0.00|371.00|3.00|374.00|719.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190608E02.pdf|6|12|19|CHIHUAHUA|608|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|608.00|URBANO(A)|E02C01|177.00|54.00|4.00|1.00|0.00|3.00|13.00|6.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|113.00|0.00|372.00|7.00|379.00|719.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190608E02C01.pdf|6|12|19|CHIHUAHUA|608|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|608.00|URBANO(A)|E02C02|209.00|51.00|3.00|0.00|0.00|6.00|8.00|11.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|96.00|1.00|385.00|6.00|392.00|719.00|GRUPO DE RECUENTO|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AR2016GO120190608E02C02.pdf|6|12|19|CHIHUAHUA|608|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|608.00|URBANO(A)|E03|189.00|39.00|4.00|4.00|1.00|4.00|8.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|93.00|0.00|345.00|4.00|349.00|703.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190608E03.pdf|6|12|19|CHIHUAHUA|608|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|608.00|URBANO(A)|E03C01|213.00|27.00|2.00|3.00|4.00|9.00|0.00|5.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|113.00|3.00|376.00|4.00|383.00|702.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190608E03C01.pdf|6|12|19|CHIHUAHUA|608|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|608.00|URBANO(A)|E04|151.00|29.00|2.00|0.00|1.00|6.00|6.00|3.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|82.00|0.00|282.00|5.00|287.00|536.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190608E04.pdf|6|12|19|CHIHUAHUA|608|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|608.00|URBANO(A)|E04C01|159.00|45.00|3.00|2.00|2.00|1.00|5.00|1.00|0.00|1.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|97.00|0.00|318.00|3.00|321.00|536.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190608E04C01.pdf|6|12|19|CHIHUAHUA|608|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|608.00|URBANO(A)|E04C02|148.00|28.00|2.00|3.00|1.00|1.00|7.00|6.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|89.00|0.00|285.00|16.00|301.00|536.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190608E04C02.pdf|6|12|19|CHIHUAHUA|608|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|608.00|URBANO(A)|E05|153.00|49.00|2.00|1.00|1.00|5.00|5.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|87.00|0.00|306.00|3.00|309.00|525.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190608E05.pdf|6|12|19|CHIHUAHUA|608|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|608.00|URBANO(A)|E05C01|169.00|44.00|3.00|3.00|0.00|2.00|4.00|5.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|97.00|0.00|327.00|3.00|330.00|524.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190608E05C01.pdf|6|12|19|CHIHUAHUA|608|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|608.00|URBANO(A)|E05C02|142.00|47.00|2.00|1.00|0.00|2.00|6.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|96.00|0.00|300.00|3.00|303.00|524.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190608E05C02.pdf|6|12|19|CHIHUAHUA|608|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|608.00|URBANO(A)|E06|210.00|66.00|1.00|3.00|0.00|6.00|16.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|142.00|0.00|451.00|5.00|456.00|730.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190608E06.pdf|6|12|19|CHIHUAHUA|608|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|608.00|URBANO(A)|E06C01|204.00|70.00|5.00|0.00|0.00|6.00|19.00|14.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|156.00|1.00|474.00|6.00|481.00|729.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190608E06C01.pdf|6|12|19|CHIHUAHUA|608|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|609.00|URBANO(A)|B|133.00|42.00|4.00|2.00|5.00|3.00|2.00|4.00|0.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|41.00|1.00|238.00|3.00|242.00|602.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190609B.pdf|8|12|19|CHIHUAHUA|609|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|609.00|URBANO(A)|C01|146.00|42.00|3.00|3.00|8.00|4.00|1.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|46.00|0.00|255.00|6.00|261.00|601.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190609C01.pdf|8|12|19|CHIHUAHUA|609|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|609.00|URBANO(A)|E01|182.00|59.00|2.00|4.00|4.00|3.00|2.00|4.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|83.00|0.00|344.00|7.00|351.00|749.00|GRUPO DE RECUENTO|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AR2016GO120190609E01.pdf|8|12|19|CHIHUAHUA|609|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|609.00|URBANO(A)|E01C01|160.00|48.00|4.00|8.00|1.00|5.00|7.00|6.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|87.00|0.00|327.00|4.00|331.00|748.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190609E01C01.pdf|8|12|19|CHIHUAHUA|609|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|609.00|URBANO(A)|E01C02|151.00|40.00|3.00|4.00|3.00|2.00|4.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|71.00|0.00|285.00|1.00|286.00|748.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190609E01C02.pdf|8|12|19|CHIHUAHUA|609|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|609.00|URBANO(A)|E01C03|168.00|52.00|4.00|2.00|3.00|2.00|8.00|6.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|82.00|1.00|328.00|13.00|342.00|748.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190609E01C03.pdf|8|12|19|CHIHUAHUA|609|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|609.00|URBANO(A)|E02|166.00|50.00|0.00|2.00|2.00|11.00|7.00|10.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|70.00|0.00|318.00|4.00|322.00|693.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190609E02.pdf|8|12|19|CHIHUAHUA|609|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|609.00|URBANO(A)|E02C01|176.00|43.00|4.00|1.00|2.00|9.00|8.00|4.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|69.00|0.00|317.00|5.00|322.00|693.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190609E02C01.pdf|8|12|19|CHIHUAHUA|609|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|609.00|URBANO(A)|E02C02|163.00|40.00|6.00|4.00|4.00|6.00|4.00|9.00|2.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|79.00|0.00|318.00|8.00|326.00|693.00|GRUPO DE RECUENTO|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AR2016GO120190609E02C02.pdf|8|12|19|CHIHUAHUA|609|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|609.00|URBANO(A)|E02C03|140.00|49.00|3.00|3.00|1.00|4.00|6.00|7.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|80.00|0.00|294.00|9.00|303.00|693.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190609E02C03.pdf|8|12|19|CHIHUAHUA|609|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|609.00|URBANO(A)|E02C04|151.00|43.00|6.00|4.00|1.00|5.00|7.00|8.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|93.00|4.00|318.00|6.00|328.00|692.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190609E02C04.pdf|8|12|19|CHIHUAHUA|609|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|609.00|URBANO(A)|E03|103.00|71.00|1.00|16.00|10.00|1.00|1.00|7.00|0.00|1.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|213.00|9.00|222.00|615.00|GRUPO DE RECUENTO|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AR2016GO120190609E03.pdf|8|12|19|CHIHUAHUA|609|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|610.00|URBANO(A)|B|159.00|28.00|0.00|1.00|2.00|0.00|5.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|53.00|0.00|251.00|5.00|256.00|557.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190610B.pdf|8|17|19|CHIHUAHUA|610|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|610.00|URBANO(A)|C01|130.00|35.00|4.00|3.00|4.00|2.00|3.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|58.00|0.00|241.00|3.00|244.00|556.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190610C01.pdf|8|17|19|CHIHUAHUA|610|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|610.00|URBANO(A)|C02|138.00|23.00|2.00|2.00|5.00|8.00|4.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|47.00|0.00|230.00|6.00|236.00|556.00|GRUPO DE RECUENTO|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AR2016GO170190610C02.pdf|8|17|19|CHIHUAHUA|610|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|610.00|URBANO(A)|E01|161.00|42.00|2.00|2.00|4.00|3.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|64.00|1.00|280.00|2.00|283.00|517.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190610E01.pdf|8|17|19|CHIHUAHUA|610|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|610.00|URBANO(A)|E02|116.00|28.00|5.00|4.00|4.00|11.00|6.00|10.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|54.00|0.00|238.00|7.00|245.00|512.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190610E02.pdf|8|17|19|CHIHUAHUA|610|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|610.00|URBANO(A)|E02C01|123.00|35.00|2.00|3.00|4.00|4.00|3.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|53.00|0.00|231.00|6.00|237.00|512.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190610E02C01.pdf|8|17|19|CHIHUAHUA|610|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|610.00|URBANO(A)|E03|176.00|55.00|1.00|0.00|2.00|8.00|10.00|5.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|107.00|1.00|364.00|6.00|371.00|710.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190610E03.pdf|8|17|19|CHIHUAHUA|610|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|610.00|URBANO(A)|E04|184.00|45.00|4.00|0.00|1.00|9.00|1.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|91.00|1.00|342.00|11.00|354.00|706.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190610E04.pdf|8|17|19|CHIHUAHUA|610|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|610.00|URBANO(A)|E04C01|168.00|62.00|13.00|1.00|0.00|8.00|7.00|8.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|92.00|2.00|359.00|12.00|373.00|706.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190610E04C01.pdf|8|17|19|CHIHUAHUA|610|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|610.00|URBANO(A)|E04C02|206.00|55.00|6.00|3.00|5.00|8.00|4.00|12.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|82.00|2.00|382.00|7.00|391.00|705.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190610E04C02.pdf|8|17|19|CHIHUAHUA|610|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|610.00|URBANO(A)|E04C03|180.00|55.00|6.00|3.00|5.00|5.00|7.00|9.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|86.00|2.00|356.00|4.00|362.00|705.00|GRUPO DE RECUENTO|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AR2016GO170190610E04C03.pdf|8|17|19|CHIHUAHUA|610|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|610.00|URBANO(A)|E05|109.00|31.00|2.00|1.00|0.00|2.00|1.00|8.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|63.00|0.00|217.00|4.00|221.00|433.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190610E05.pdf|8|17|19|CHIHUAHUA|610|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|610.00|URBANO(A)|E05C01|120.00|32.00|6.00|2.00|2.00|3.00|4.00|4.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|57.00|0.00|232.00|3.00|235.00|433.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190610E05C01.pdf|8|17|19|CHIHUAHUA|610|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|610.00|URBANO(A)|E06|149.00|45.00|1.00|0.00|2.00|4.00|3.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|85.00|1.00|290.00|4.00|295.00|506.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190610E06.pdf|8|17|19|CHIHUAHUA|610|U|
1|8|CHIHUAHUA|8|12.00|CHIHUAHUA|19.00|CHIHUAHUA|611.00|URBANO(A)|E01C03|131.00|51.00|0.00|2.00|1.00|6.00|1.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|75.00|0.00|270.00|6.00|276.00|656.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO120190611E01C03.pdf|6|12|19|CHIHUAHUA|611|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|612.00|URBANO(A)|B|177.00|86.00|3.00|0.00|0.00|2.00|7.00|7.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|90.00|0.00|373.00|5.00|378.00|630.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190612B.pdf|8|17|19|CHIHUAHUA|612|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|612.00|URBANO(A)|C01|185.00|68.00|1.00|1.00|1.00|4.00|11.00|8.00|0.00|2.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|83.00|1.00|365.00|5.00|371.00|630.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190612C01.pdf|8|17|19|CHIHUAHUA|612|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|612.00|URBANO(A)|C02|170.00|72.00|6.00|1.00|0.00|9.00|6.00|10.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|93.00|0.00|367.00|4.00|371.00|630.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190612C02.pdf|8|17|19|CHIHUAHUA|612|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|612.00|URBANO(A)|C03|190.00|61.00|0.00|2.00|0.00|3.00|9.00|10.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|110.00|0.00|385.00|5.00|390.00|630.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190612C03.pdf|8|17|19|CHIHUAHUA|612|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|612.00|URBANO(A)|C04|186.00|82.00|7.00|2.00|2.00|4.00|10.00|6.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|106.00|0.00|405.00|3.00|408.00|630.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190612C04.pdf|8|17|19|CHIHUAHUA|612|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|612.00|URBANO(A)|C05|156.00|78.00|7.00|1.00|0.00|5.00|12.00|4.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|91.00|1.00|355.00|6.00|362.00|629.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190612C05.pdf|8|17|19|CHIHUAHUA|612|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|612.00|URBANO(A)|E01|145.00|54.00|3.00|2.00|3.00|2.00|10.00|14.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|67.00|1.00|300.00|6.00|307.00|596.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190612E01.pdf|8|17|19|CHIHUAHUA|612|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|612.00|URBANO(A)|E01C01|154.00|52.00|1.00|2.00|0.00|2.00|4.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|91.00|2.00|308.00|5.00|315.00|596.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190612E01C01.pdf|8|17|19|CHIHUAHUA|612|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|612.00|URBANO(A)|E01C02|164.00|52.00|2.00|2.00|4.00|4.00|9.00|8.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|71.00|1.00|317.00|6.00|324.00|596.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190612E01C02.pdf|8|17|19|CHIHUAHUA|612|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|613.00|URBANO(A)|B|137.00|41.00|6.00|2.00|2.00|4.00|3.00|5.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|47.00|0.00|247.00|2.00|249.00|479.00|GRUPO DE RECUENTO|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AR2016GO170190613B.pdf|8|17|19|CHIHUAHUA|613|U|
1|8|CHIHUAHUA|8|17.00|CHIHUAHUA|19.00|CHIHUAHUA|613.00|URBANO(A)|C01|138.00|44.00|1.00|2.00|1.00|3.00|4.00|4.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|35.00|0.00|233.00|6.00|239.00|478.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO170190613C01.pdf|8|17|19|CHIHUAHUA|613|U|
